FLORACODE,KEY,SOURCE,SURVEYNAME,SIGHTINGDATE,DATEACCURACY,OBSERVER,NUMOBSERVED,MUSEUMHERBMNR,RELIABDESC,AMGZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPRELIABCODE,NSXCODE,SPECIES,FAMILYNAME,COMNAME1,SIGHTINGCOMM,HABITATCOMM,LOCATIONCOMM,RESERVENAME,ISINDIGENOUSFLAG
SUP8810-20,SUP8810-20,SU,SOUTH EAST,11/9/91,D,MALCOLM L.A. Louise | MALCOLM I.A. Iain,present but not counted,,5-50m,54,464852,5938919,-36.69473,140.60654,Y,K03197,Hypochaeris radicata,COMPOSITAE,Rough Cat's Ear,,,See site KEP1102 for general location map. Two photos taken (due to end of film).,276 (HA),N
OPP59893-1804753,OPP59893-1804753,OP,PAMS - PARK ASSET DATABASE,9/12/03,D,BREWER K. Kieran,present but not counted,,501-1000m,54,292110,6136564,-34.89207,138.72499,Y,M02486,Gomphocarpus cancellatus,ASCLEPIADACEAE,Broad-leaf Cotton-bush, ; Reserve type= CP; Reserve Code= 30; PAMS_PARK_ID= 50;  ; Braun-Blanquet= 2; Location= 58; ; Date_Stamp= 29-Apr-03;,,,Morialta (CP),N
RVPO97522-442549,RVPO97522-442549,RV,,20/1/20,D,CROFT S.J. Sonia | CROFT T.S. Tim,present but not counted,,,,,,,,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic grassland/herbland,Mickey Flat RD,,N
OPP421595-211,OPP421595-211,OP,FORESTRY SA FLORA AND FAUNA RECORDS,7/10/10,D,PICKETT M.I. Marcus,present but not counted,,251-500m,54,301998,6155873,-34.72005,138.83767,Y,M00690,Lomandra sororia,LILIACEAE,Sword Mat-rush,Veg type 3,Veg type 1 - Eucalyptus goniocalyx ﾱ E. obliqua ﾱ  E.fasiculosa tall open mallee forest to mid open forest / sparse low trees /  ﾱ sparse mid grass-trees/shrubs/closed low shrubs / sparse low forbs.  Veg type 2 - E.goniocalyx E. obliqua mid woodland /  ﾱ sparse low trees / ﾱ tall shrubs open in pa,KE11 27.6 HA Kersbrook NFR,Kersbrook (NF),Y
OPP324857-1500243,OPP324857-1500243,OP,MLR GRID WEED SURVEYS (NPWSA),13/7/99,D,TE T. Thai,present but not counted,,101-250m,54,290622,6137778,-34.88082,138.70902,Y,E01674,Eutaxia microphylla,LEGUMINOSAE,Common Eutaxia,BRAUN_BLANQUET_DENSITY = 3,,511,Black Hill (CP),Y
OPP798364-21,OPP798364-21,OP,BDBSA RESERVES DATABASE,12/12/89,D,CARPENTER G.A. Graham | CROFT T.S. Tim,present but not counted,,251-500m,54,449551,5944636,-36.64251,140.43564,Y,U05006,Xanthorrhoea caespitosa,LILIACEAE,Sand-heath Yacca,,**Birds** White-winged Chough recorded 12/12/89E leucoxylon woodland - possibly rare for the South East region**Rem** 3%(Glen Roy)Environmental Association=Angle Rock(1.4.5)=2.8%,GLEN ROY : 218,489 (HA),Y
SUP5745-5,SUP5745-5,SU,OFFSHORE ISLANDS,22/4/82,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,101-250m,53,339329,6399972,-32.52597,133.28924,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,,51km SW from Thevernard.,Nuyts Archipelago (WA),N
OPP546892-27,OPP546892-27,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,11/6/12,D,PICKETT M.I. Marcus,present but not counted,,501-1000m,54,304450,6076800,-35.43305,138.84578,Y,A04356,Bromus hordeaceus ssp. hordeaceus,GRAMINEAE,Soft Brome,,,5.9 km SSE of Finniss,,N
OPP423240-3,OPP423240-3,OP,MURRAY WETL'D ONGOING SAMDB NRMB,14/1/04,D,STEGGLES T.A. Tracey,present but not counted,,5-50m,54,377981,6228637,-34.07592,139.67757,Y,M02726,Thyridia repens,SCROPHULARIACEAE,Creeping Monkey-flower,,,,,Y
OPP567245-13,OPP567245-13,OP,NORTHERN AMLR GRASSY ECOSYSTEM ASSESSMEN,27/4/15,D,CROFT S.J. Sonia,present but not counted,,101-250m,54,300820,6194140,-34.37497,138.83378,Y,W32091,Euphorbia sp.,EUPHORBIACEAE,Spurge,Recorded as Euphorbia drummondii (NC) could be one of two species occurring in NL region - require specimen to confirm ID.  Frequency = rare distribution = random.,,Sections 370 and 460 H160500 Fords. Land unit polygon is approximately 5 ha.,,Y
RVPU77097-112677,RVPU77097-112677,RV,,2/2/04,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,251-500m,54,227043,6276386,-33.61737046,138.057883,P,S01505,Rhagodia parabolica,CHENOPODIACEAE,Mealy Saltbush,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus gracilis Mallee,Mundoora - Wokurna Road (10) RD 3.4 km WSW of Mundoora,,Y
OPP492498-1,OPP492498-1,OP,SAMDB NRMB PEST OPS,4/8/11,D,BROCK S. Steve,present but not counted,,5-50m,54,351207,6133724,-34.92806,139.37092,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,DENSITY = 1 - 10 percent.SITE STATUS = Active.Source = Ranges to River.northern side of road,,,,N
OPP804695-1,OPP804695-1,OP,PARA WOODLANDS RESTORATION PROJECT,14/12/17,D,MOISE D.M. Dragos,Present but not counted,,5-50m,54,297500,6166396,-34.62434,138.79111,Y,E00822,Oenothera stricta ssp. stricta,ONAGRACEAE,Common Evening Primrose,,,Yaringa Block MU 6a seed orchard,,N
SUP16650-15468-AD116174,SUP16650-15468-AD116174,SU,NORTH  EASTERN EYRE PENINSULA,3/11/98,D,KENNY S.D. Sue | PARRY K. Karen,present but not counted,AD116174,5-50m,53,622402,6249676,-33.88618,136.32364,Y,G00559,Schoenus racemosus,CYPERACEAE,Sandhill Bog-rush,,,Driving south from Wainmast the site is in an area of broom bush on the left hand side of the road. The site is 22 metres north of the southern end of the vegetation block. From the road take a line of direction perpendicular to the road. Walk 20 metres and cross a fence. Walk a further 40 metres an,,Y
OPP632799-1,OPP632799-1,OP,LOFTY BLOCK EPBC THREATENED ORCHIDS,12/9/15,D,DAVIS L. Leo,3,,0-10m,54,299992,6151515,-34.75893,138.81475,Y,S00781,Caladenia rigida,ORCHIDACEAE,Stiff White Spider-orchid,Source: Leo Gate DG13 Caladenia dataset.,,Kersbrook Native Forest Reserve,Devils Gully (CA),Y
RVPO92148-416432,RVPO92148-416432,RV,,25/3/09,D,GRIFFIN C. Clare | EDWARDS J.S. Jeff,present but not counted,,51-100m,53,754821,6223282,-34.10025694,137.7622076,P,Y02600,Marrubium vulgare,LABIATAE,Horehound,Collected using the DEWNR Roadside Vegetation Survey Methodology,Mix Shrubland ssp. +/- Bursaria spinosa +/- Geijera linearifolia +/- Nitraria billardierei +/- Santalum acuminatum +/- Senna spp. Shrubland,Unknown RD 2.6 km SSE of Cunliffe,,N
SUP12495-18,SUP12495-18,SU,STONY DESERTS,17/11/94,D,GRAHAM K.L. Kate | TYNAN R.W. Roger,present but not counted,,5-50m,54,370000,6702750,-29.7988,139.65489,Y,K03021,Centaurea melitensis,COMPOSITAE,Malta Thistle,,,14.5 km NNW from Moolawatanna.,,N
RVPU15044-9783,RVPU15044-9783,RV,,17/12/98,D,O'CONNOR P.J. Patrick | MIBUS R. RAELENE,present but not counted,,101-250m,54,364493,6113792,-35.10959457,139.5130944,P,S02285,Melaleuca acuminata ssp. acuminata,MYRTACEAE,Mallee Honey-myrtle,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus gracilis / E. oleosa Mallee with shrubby understorey,Loxton to Murray Bridge RD 4 km WNW of Chapman Bore,,Y
OPP546887-5,OPP546887-5,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,28/2/14,D,UNKNOWN  N/A,present but not counted,,251-500m,54,292686,6139886,-34.86226,138.73211,Y,C10157,Bursaria spinosa ssp.,PITTOSPORACEAE,Bursaria,,,Mgmt Unit 3/4. south of Gorge Rd,Black Hill (CP),Y
SUP4005-26,SUP4005-26,SU,MURRAY MALLEE,20/7/90,D,KINNEAR A.J. (Sandy) | NOYCE T. Tim,present but not counted,,5-50m,54,360343,6088737,-35.33487,139.46331,Y,S02285,Melaleuca acuminata ssp. acuminata,MYRTACEAE,Mallee Honey-myrtle,,,8 km E from Wellington.,,Y
RVPO18314-73946,RVPO18314-73946,RV,,21/8/99,D,COOLING M.P. Marcus | HOGBEN J.D. Jeremy,present but not counted,,101-250m,54,347273,6167599,-34.62211912,139.3340196,P,Z00755,Romulea rosea var. australis,IRIDACEAE,Common Onion-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by exotic species, Sleeper Track RD 6 km ENE of Cambrai,,N
RVPO37182-162639,RVPO37182-162639,RV,,9/11/00,D,TELFER W.R. Wendy,present but not counted,,251-500m,54,280722,6335487,-33.09715237,138.6503563,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic and native Grassland ( Stipa sp.  Danthonia sp.),Belalie North RD 4.4 km WNW of Belalie North,,N
RVPO79125-354226,RVPO79125-354226,RV,,13/7/04,D,POUND L.M. Leanne | OBST C.S. Chris,present but not counted,,1-10km,54,408119,6141026,-34.86897487,139.9947223,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland,Goondooloo RD 14.6 km WNW of Sandalwood,,N
RVPO24198-105301,RVPO24198-105301,RV,,24/11/99,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,501-1000m,53,433040,6374654,-32.76395706,134.2851138,P,C15065,Gramineae sp.,GRAMINEAE,Grass Family,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland,Flinders HWY 5 km ENE of One Tree Hill (summit),,Y
OPP560049-16,OPP560049-16,OP,LOWAN MALLEE LAF FIELDWORK,29/10/14,D,CROFT S.J. Sonia,present but not counted,,251-500m,54,454451,6012817,-36.0281,140.49444,Y,E10950,Austrostipa sp.,GRAMINEAE,Spear-grass,Vouchered 78.,,|Source ProjectID:20|Source WaypointID:3651|,213 (HA),Y
OPP800479-54,OPP800479-54,OP,BDBSA RESERVES DATABASE,19/10/93,D,BYARD E.J. Liz | CROFT S.J. Sonia,present but not counted,,>25km,53,392486,6491136,-31.71011,133.86534,Y,A01508,Pittosporum angustifolium,PITTOSPORACEAE,Native Apricot,,,,Yumbarra (CP),Y
RVPO17288-70522,RVPO17288-70522,RV,,3/8/99,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,1-10km,53,564863,6184710,-34.47714909,135.7063405,P,C04577,Asparagus asparagoides (NC),LILIACEAE,Bridal Creeper,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus odorata Mallee,Warunda (East) RD 4 km NNW of Strawberry Hill (summit),,N
OPP562083-3,OPP562083-3,OP,SCIENTIFIC PERMIT DATA - APPROVED,12/11/13,D,NICOL J. Jason,present but not counted,,5-50m,54,343156,6071539,-35.48732,139.27097,Y,U00182,Paspalum distichum,GRAMINEAE,Water Couch,,,,,N
OPP798269-47,OPP798269-47,OP,BDBSA RESERVES DATABASE,26/11/86,D,KINNEAR A.J. (Sandy),present but not counted,,1-10km,53,500051,6350414,-32.98466,135.00055,Y,G02115,Lasiopetalum baueri,STERCULIACEAE,Slender Velvet-bush,,**Birds** Suitable for Blue-breasted Fairywren Grey CurrawongMalleefowl Purple-gaped H-E Shy Hylacola Southern Scrub Robin Western Yellow Robin Yellow-rumped Pardalote**Environmental Association** 28% Koongawa (4.3.19)**Hundred** 26% (Travers),TRAVERS : 35 37 39 40 48-50,187 (HA),Y
SUP15914-18,SUP15914-18,SU,COASTAL DUNE & CLIFFTOP,18/9/97,D,KENNY S.D. Sue | OPPERMANN A.M. Alison,present but not counted,,5-50m,53,676258,6121890,-35.0303,136.93215,Y,K02953,Arctotheca calendula,COMPOSITAE,Cape Weed,,,Road to Daly Head. At Daly Head Point walk south east along cliff edge. Site approx 100m from corner of headland.,,N
OPP518639-1-PENDING,OPP518639-1-PENDING,OP,SCIENTIFIC PERMIT DATA - APPROVED,15/10/06,D,CONRAN J.G. John | PEDERSEN M. M. | ENGLAND W. W. | DOWNING A.W. Andrew,present but not counted,PENDING,No entered,52,749534,6641903,-30.329,131.59541,Y,Y20016,Alyogyne pinoniana var. (NC),MALVACEAE,,Habitat comment = roadside on red sand dune Mallee woodland with pollinating bombyliid flies numerous. Voucher specimen in ADU PERTH,,,,N
OPP52174-1484387,OPP52174-1484387,OP,SOUTH-EAST WOODS AND FORESTS,31/1/85,D,DICKSON C. Cathy | DORSCH S. Stefan | FOSTER E. Elise,present but not counted,,5-50m,54,487897,5888553,-37.14933,140.86371,Y,K20105,Hibbertia sericea var. (NC),DILLENIACEAE,Silky Guinea-flower,,Eucalyptus baxteri Open Woodland,Site M4502 in the 1985 Community Employment Program survey in South East Forestry S.A. reserves. Deadman's Swamp NFR. Reserve code SF21(-).,Deadmans Swamp (NF),Y
SUP400035-1,SUP400035-1,SU,WABMA KARDARBU MOUND SPRINGS,15/5/04,D,JAY J. Justin | LANG P.J. Peter,present but not counted,,0-0.001m,53,686294,6736229,-29.48962,136.92161,Y,C00493,Cyperus laevigatus,CYPERACEAE,Bore-drain Sedge,,,Spring location and reference benchmark determined with real-time kinematic differential GPS (accuracy generally better than +/-20mm). Springs not permanently marked. This site is tied to a benchmark permanently labelled with an Aluminium tag numbered 160 which is attached to Bedrock with masonry na,Wabma Kadarbu Mound Springs (CP),Y
RVPO92955-419849,RVPO92955-419849,RV,,7/4/09,D,GRIFFIN C. Clare | EDWARDS J.S. Jeff,present but not counted,,501-1000m,53,760296,6203588,-34.27630409,137.8274162,P,S20273,Eucalyptus calycogona ssp.,MYRTACEAE,Square-fruit Mallee,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus calycogona ssp. calycogona +/- E. brachycalyx +/- E. gracilis +/- E. incrassata +/- E. oleosa +/- E. phenax +/- E. socialis Mallee,Unknown RD 4.2 km WNW of Winulta,,Y
OPP629105-44,OPP629105-44,OP,NORTHERN AMLR GRASSY ECOSYSTEM ASSESSMEN,8/10/15,D,CROFT S.J. Sonia,present but not counted,,101-250m,54,325150,6193360,-34.3864,139.09809,Y,Y00224,Briza maxima,GRAMINEAE,Large Quaking-grass,Frequency = Rare; Distribution = Localised,,Section 332 of H160100 Hd Belvidere. Location is approximate centre of land unit polygon which is 5 ha. This comprises a south-west facing rocky slope.,,N
SUP10461-13,SUP10461-13,SU,FLINDERS MANAGEMENT REVIEW,9/5/88,D,GREENWOOD G. Graeme | PITTS B. Brenda,present but not counted,,,54,338373,6628478,-30.46504,139.31641,Y,Q01256,Sclerolaena obliquicuspis,CHENOPODIACEAE,Oblique-spined Bindyi,,,,,Y
RVPO56198-239417,RVPO56198-239417,RV,,27/3/02,D,STOREY J.D. James | BATEMAN T.V. Teresa,present but not counted,,1-10km,54,308022,6185541,-34.45383032,138.9101276,P,U02366,Foeniculum vulgare,UMBELLIFERAE,Fennel,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic grassland,Nain RD 0.7 km ESE of Nain,,N
OPP800904-114,OPP800904-114,OP,BDBSA RESERVES DATABASE,30/10/91,D,LANG P.J. Peter | CROFT T.S. Tim,present but not counted,,1-10km,53,707672,6043546,-35.73019,137.29621,Y,K01861,Oxalis perennans (NC),OXALIDACEAE,Native Sorrel,,,Approximately 7 km NNE of Parndana. Area dissected by the Cygnet River Valley.,1048 (HA),Y
RVPU77435-113325,RVPU77435-113325,RV,,7/2/04,D,SUTHERLAND R.L. Robyn | TELFER S. Sarah,present but not counted,,251-500m,54,477483,6015930,-36.00083457,140.7501612,P,C00117,Ehrharta calycina,GRAMINEAE,Perennial Veldt Grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by exotic species,Pinnaroo - Bordertown RD 8.8 km ESE of McCallum,,N
OPP459710-1,OPP459710-1,OP,AMLR HISTORICAL NRMB WEEDS,1/1/04,T,AMLR OPERATIONS DEWNR DEWNR,present but not counted,,No entered,54,301292,6163457,-34.65157,138.83175,Y,S03033,Chrysanthemoides monilifera ssp. monilifera,COMPOSITAE,Boneseed,,,,,N
OPP679404-1,OPP679404-1,OP,YORKE DISTRICT AERIAL BOXTHORN CONTROL,7/4/15,D,SWALES J. Jasmine | ANDERSON T. Tim,1,,5-50m,53,716297,6180544,-34.49405,137.35569,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,,Wardang Island; Boxthorn control site - aerial application of Graslan herbicide,,N
OPP430864-2,OPP430864-2,OP,KI DUNNART SURVEY & RESEARCH PROJECT,18/1/01,D,GATES J.A. Jody,Present but not counted,,5-50m,53,666762,6031144,-35.84973,136.84669,Y,W01671,Dillwynia sericea,LEGUMINOSAE,Showy Parrot-pea,,,West End Highway.,Ravine des Casoars (WA),Y
SUP23338-178400-AD184995,SUP23338-178400-AD184995,SU,MID NORTH AND YORKE PENINSULA,18/10/04,D,TURNER J. Jean | PAVY B.S. Benjamin,present but not counted,AD184995,5-50m,53,687434,6107389,-35.15897,137.05787,Y,W03811,Apium annuum,UMBELLIFERAE,Annual Celery,,,Enter property on track by a stobie pole 300 metres south-west along main Warooka - Marion Bay Road from track to Survey 162 - site HIL02201. Follow track west to a gate at 400 metres. Continue for a further 800 metres to a slight bend in track. Site is 100 metres north of bend on north side of a de,635 (HA),Y
OPP558696-7,OPP558696-7,OP,LOWAN MALLEE LAF FIELDWORK,2/10/14,D,MCCALLUM M. Melissa | MCCALLUM B.J. Ben,present but not counted,,251-500m,54,432277,6132183,-34.95061,140.2583,Y,C00301,Amphipogon caricinus var. caricinus,GRAMINEAE,Long Grey-beard Grass,Recorded as Amphipogon caricinus.,,|Source ProjectID:20|Source WaypointID:3518|,910 (HA),Y
OPP669663-1,OPP669663-1,OP,YORKE DISTRICT AERIAL BOXTHORN CONTROL,9/4/15,D,BROWN R.M. Bec (Rebecca) | ANDERSON T. Tim,1,,5-50m,53,685372,6100923,-35.21762,137.0367,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,,Marion Bay; Boxthorn control site - aerial application of Graslan herbicide,,N
RVPO44615-192826,RVPO44615-192826,RV,,27/9/01,D,DUNBAR K.R. Kelly | COOLING M.P. Marcus,present but not counted,,1-10km,54,488316,5971485,-36.40172295,140.8696968,P,C15065,Gramineae sp.,GRAMINEAE,Grass Family,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by alien species +/- emergent native shrubs +/- emergent Eucalyptus spp.,Pooginagooric RD 4.9 km NNE of Pooginagoric,,Y
RVPE17101-2,RVPE17101-2,RV,,1/8/99,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,1-10km,53,560202,6193047,-34.40225377,135.6550036,P,Q02216,Eucalyptus brachycalyx,MYRTACEAE,Gilja,Collected using the DEWNR Roadside Vegetation Survey Methodology,Melaleuca halmaturorum ssp. halmaturorum Shrubland,Gap RD 4.8 km WNW of Edillilie,,Y
SUP10061-16,SUP10061-16,SU,FLINDERS MANAGEMENT REVIEW,16/8/87,D,GREENWOOD G. Graeme | PITTS B. Brenda,present but not counted,,No entered,54,299122,6563729,-31.043,138.8951,Y,S04565,Salsola australis,CHENOPODIACEAE,Buckbush,,,,,Y
SUP15296-18,SUP15296-18,SU,UPPER MID NORTH,25/10/96,D,GOULD P. Paul | BROOK A.L. Amanda,present but not counted,,5-50m,54,287808,6426682,-32.27655,138.74698,Y,G00011,Vulpia muralis,GRAMINEAE,Wall Fescue,,,Drive approx 1.9km from gate along track. Just before rise on northern side of road stop and walk approx 500m north into patch of black oaks. Site is approx 100m behind stock yards.,,N
SUP8921-68,SUP8921-68,SU,SOUTH EAST,10/9/91,D,ROBINSON A.C. Tony | PRESCOTT A.M. Ann,present but not counted,,5-50m,54,481139,5921517,-36.85207,140.78843,Y,K10433,Geranium sp.,GERANIACEAE,Geranium,,,,,Y
OPP798883-58,OPP798883-58,OP,BDBSA RESERVES DATABASE,1/2/78,M,COLLINS S. Sally | DENDY T. Tim,present but not counted,,1-10km,53,624753,6364473,-32.85073,136.33317,Y,A01508,Pittosporum angustifolium,PITTOSPORACEAE,Native Apricot,,**Birds** Suitable for large number of bird species inc Malleefowl**Fauna** Suitable for Small Bearded Dragon Jewelled Gecko Gunthers Skink**Environmental Association** = 10% (Kimba = 4.3.16)**Hundred** = 36% (Cunyarie),CUNYARIE : 21 22 23 32 33,8 (HA),Y
RVPO78361-350533,RVPO78361-350533,RV,,13/5/04,D,POUND L.M. Leanne | OBST C.S. Chris,present but not counted,,1-10km,53,634441,6331284,-33.14887138,136.441529,P,Q02216,Eucalyptus brachycalyx,MYRTACEAE,Gilja,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus brachycalyx +/- E. dumosa +/- E. gracilis Mallee,Kimba - Lincoln Hwy (Whyalla Rd) RD 2.3 km ESE of Kimba,,Y
SUP4034-5,SUP4034-5,SU,STRZELECKI,21/9/90,D,WISEMAN A. Anne,present but not counted,,5-50m,54,359893,6759878,-29.28227,139.55767,Y,A02092,Malvastrum americanum var. americanum,MALVACEAE,Malvastrum,,,20 km NE from Meteor Bore.,,?
SUP10526-25,SUP10526-25,SU,FLINDERS MANAGEMENT REVIEW,7/6/88,D,GREENWOOD G. Graeme | PITTS B. Brenda,present but not counted,,,54,337223,6641778,-30.34492,139.30651,Y,K00209,Bromus rubens,GRAMINEAE,Red Brome,,,,Vulkathunha-Gammon Ranges (NP),N
OPP555992-3,OPP555992-3,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,17/3/05,D,PICKETT M.I. Marcus,present but not counted,,251-500m,54,292900,6137000,-34.8883,138.73373,Y,U05842,Acaena echinata,ROSACEAE,Sheep's Burr,,,Eagle Loop PB,Black Hill (CP),Y
RVPO71761-316656,RVPO71761-316656,RV,,2/10/03,D,BIRCHMORE N.J. Neal,present but not counted,,251-500m,54,270719,6184351,-34.4569378,138.5040379,P,K01465,Rapistrum rugosum ssp. rugosum,CRUCIFERAE,Turnip Weed,Collected using the DEWNR Roadside Vegetation Survey Methodology,Senna artemesioides ssp. filifolia +/- Acacia spp.+/- Geijera linearifolia.+/- Pittosporum phylliraeoides +/- Senna artemesioides nothosp. or ssp. Shr,Old Dublin RD 2.2 km SSW of Mallala,,N
SUP7884-34,SUP7884-34,SU,FLINDERS MANAGEMENT REVIEW,29/8/90,D,MALCOLM L.A. Louise | PLAYFAIR R.M. Roger,present but not counted,,,54,271523,6618579,-30.54345,138.61833,Y,E10950,Austrostipa sp.,GRAMINEAE,Spear-grass,,,5km SW from Depot Springs.,,Y
RVPU93879-158467,RVPU93879-158467,RV,,24/11/09,D,REES E.L.R. Erica,present but not counted,,501-1000m,54,268612,6467107,-31.9083787,138.553057,P,U06166,Austrodanthonia sp. (NC),GRAMINEAE,,Collected using the DEWNR Roadside Vegetation Survey Methodology,Herbland dominated by exotic species +/- native species.,Willow Waters RD 4.3 km ESE of Windee Hill (summit),,Y
SUP30005-265302,SUP30005-265302,SU,YALATA BIOLOGICAL SURVEY (AW NRM),29/10/07,D,KENNY S.D. Sue | BEVAN K. Kirsty,present but not counted,,0-5m,52,756119,6533807,-31.30195,131.69089,Y,G20287,Roepera aurantiaca,ZYGOPHYLLACEAE,Shrubby Twinleaf,,,From Eyre Highway parking bay at 52/ 748505/ 6522054 travel north past a track to the right at about 2.7km (stick left) to a windmill and old well (about 3.7km) at 52/ 747878/ 6525654. From windmill take track on right for 1.5km to junction at 52/ 749287/ 6526329. Take left track to another junction,,N
